operation,label
9 + 54 = 72,addition_error
91 + 27 = 120,addition_error
49 + 98 = 149,addition_error
18 + 23 = 43,addition_error
65 + 10 = 75,correct
22 + 52 = 74,correct
92 + 86 = 184,addition_error
21 + 65 = 86,correct
23 + 4 = 27,correct
51 + 51 = 100,subtraction_error
37 + 83 = 120,correct
1 + 36 = 44,addition_error
16 + 6 = 22,correct
78 + 67 = 145,correct
36 + 30 = 60,subtraction_error
36 + 39 = 78,addition_error
90 + 25 = 123,addition_error
94 + 78 = 172,correct
46 + 82 = 128,correct
22 + 64 = 77,subtraction_error
76 + 80 = 149,subtraction_error
50 + 33 = 83,correct
9 + 47 = 58,addition_error
40 + 7 = 44,subtraction_error
18 + 14 = 36,addition_error
74 + 20 = 94,correct
13 + 66 = 79,correct
39 + 36 = 75,correct
9 + 57 = 56,subtraction_error
2 + 15 = 21,addition_error
42 + 89 = 131,correct
29 + 72 = 99,subtraction_error
8 + 99 = 115,addition_error
9 + 26 = 35,correct
69 + 18 = 88,addition_error
65 + 79 = 144,correct
21 + 93 = 114,correct
9 + 54 = 63,correct
94 + 67 = 153,subtraction_error
9 + 32 = 51,addition_error
41 + 72 = 119,addition_error
26 + 68 = 94,correct
69 + 23 = 92,correct
60 + 49 = 108,subtraction_error
48 + 63 = 111,correct
89 + 62 = 151,correct
86 + 34 = 124,addition_error
61 + 60 = 122,addition_error
88 + 3 = 91,correct
94 + 53 = 156,addition_error
85 + 9 = 94,correct
68 + 57 = 125,correct
1 + 79 = 83,addition_error
14 + 20 = 34,correct
47 + 37 = 93,addition_error
31 + 98 = 129,correct
69 + 10 = 71,subtraction_error
59 + 33 = 89,subtraction_error
44 + 29 = 74,addition_error
36 + 39 = 72,subtraction_error
67 + 82 = 148,subtraction_error
91 + 86 = 182,addition_error
17 + 61 = 78,correct
2 + 15 = 9,subtraction_error
36 + 61 = 87,subtraction_error
29 + 20 = 56,addition_error
10 + 92 = 110,addition_error
29 + 57 = 94,addition_error
93 + 43 = 145,addition_error
64 + 34 = 102,addition_error
47 + 78 = 125,correct
69 + 80 = 149,correct
84 + 7 = 91,correct
39 + 80 = 118,subtraction_error
48 + 58 = 116,addition_error
9 + 61 = 65,subtraction_error
87 + 53 = 140,correct
26 + 46 = 69,subtraction_error
30 + 4 = 35,addition_error
52 + 76 = 132,addition_error
83 + 20 = 113,addition_error
15 + 90 = 96,subtraction_error
70 + 44 = 117,addition_error
21 + 34 = 57,addition_error
15 + 66 = 87,addition_error
84 + 4 = 88,correct
15 + 90 = 111,addition_error
64 + 63 = 122,subtraction_error
94 + 53 = 147,correct
27 + 60 = 81,subtraction_error
51 + 66 = 117,correct
70 + 44 = 114,correct
73 + 37 = 105,subtraction_error
13 + 34 = 47,correct
53 + 37 = 90,correct
14 + 87 = 109,addition_error
36 + 44 = 80,correct
29 + 10 = 39,correct
65 + 26 = 97,addition_error
28 + 71 = 106,addition_error
85 + 45 = 130,correct
15 + 99 = 110,subtraction_error
6 + 2 = -2,subtraction_error
25 + 81 = 105,subtraction_error
53 + 75 = 123,subtraction_error
9 + 4 = 3,subtraction_error
42 + 16 = 56,subtraction_error
40 + 63 = 93,subtraction_error
64 + 55 = 129,addition_error
16 + 35 = 51,correct
93 + 40 = 128,subtraction_error
3 + 87 = 89,subtraction_error
42 + 38 = 80,correct
12 + 43 = 55,correct
17 + 70 = 78,subtraction_error
13 + 46 = 65,addition_error
85 + 26 = 115,addition_error
68 + 57 = 131,addition_error
59 + 44 = 111,addition_error
46 + 1 = 47,correct
88 + 1 = 84,subtraction_error
46 + 26 = 72,correct
95 + 70 = 165,correct
68 + 11 = 71,subtraction_error
90 + 91 = 181,correct
77 + 25 = 93,subtraction_error
91 + 30 = 123,addition_error
4 + 39 = 49,addition_error
55 + 68 = 113,subtraction_error
68 + 49 = 110,subtraction_error
21 + 53 = 76,addition_error
51 + 51 = 107,addition_error
86 + 81 = 172,addition_error
18 + 79 = 100,addition_error
40 + 60 = 100,correct
59 + 89 = 148,correct
46 + 15 = 67,addition_error
37 + 25 = 62,correct
16 + 2 = 18,correct
42 + 48 = 90,correct
47 + 24 = 71,correct
7 + 65 = 79,addition_error
67 + 4 = 65,subtraction_error
89 + 9 = 90,subtraction_error
89 + 97 = 180,subtraction_error
26 + 76 = 94,subtraction_error
37 + 4 = 50,addition_error
4 + 98 = 92,subtraction_error
62 + 51 = 113,correct
96 + 37 = 139,addition_error
70 + 79 = 149,correct
37 + 2 = 46,addition_error
53 + 17 = 73,addition_error
19 + 7 = 27,addition_error
84 + 52 = 134,subtraction_error
15 + 98 = 107,subtraction_error
17 + 22 = 32,subtraction_error
81 + 67 = 154,addition_error
85 + 57 = 142,correct
37 + 98 = 138,addition_error
53 + 8 = 61,correct
26 + 45 = 70,subtraction_error
5 + 43 = 57,addition_error
30 + 83 = 113,correct
22 + 17 = 44,addition_error
43 + 35 = 74,subtraction_error
14 + 86 = 106,addition_error
73 + 5 = 78,correct
76 + 56 = 141,addition_error
90 + 13 = 103,correct
18 + 96 = 107,subtraction_error
87 + 70 = 153,subtraction_error
73 + 9 = 82,correct
56 + 21 = 80,addition_error
41 + 94 = 133,subtraction_error
73 + 74 = 147,correct
17 + 82 = 94,subtraction_error
49 + 20 = 70,addition_error
63 + 12 = 73,subtraction_error
11 + 61 = 71,subtraction_error
1 + 68 = 64,subtraction_error
71 + 81 = 152,correct
75 + 80 = 155,correct
21 + 88 = 108,subtraction_error
49 + 15 = 64,correct
65 + 26 = 91,correct
43 + 64 = 105,subtraction_error
55 + 4 = 57,subtraction_error
78 + 8 = 86,correct
19 + 97 = 111,subtraction_error
74 + 69 = 150,addition_error
36 + 47 = 80,subtraction_error
27 + 60 = 95,addition_error
40 + 60 = 100,correct
38 + 92 = 121,subtraction_error
16 + 93 = 112,addition_error
22 + 52 = 72,subtraction_error
71 + 13 = 74,subtraction_error
82 + 91 = 175,addition_error
15 + 26 = 46,addition_error
99 + 82 = 171,subtraction_error
76 + 83 = 158,subtraction_error
74 + 26 = 92,subtraction_error
85 + 94 = 184,addition_error
70 + 79 = 150,addition_error
68 + 83 = 159,addition_error
93 + 60 = 153,correct
48 + 96 = 139,subtraction_error
17 + 76 = 92,subtraction_error
28 + 7 = 37,addition_error
59 + 69 = 136,addition_error
62 + 65 = 118,subtraction_error
36 + 61 = 103,addition_error
66 + 68 = 136,addition_error
38 + 93 = 131,correct
46 + 45 = 86,subtraction_error
25 + 10 = 42,addition_error
87 + 53 = 147,addition_error
83 + 46 = 120,subtraction_error
95 + 44 = 135,subtraction_error
69 + 23 = 96,addition_error
95 + 24 = 119,correct
29 + 54 = 82,subtraction_error
10 + 94 = 113,addition_error
59 + 20 = 79,correct
44 + 53 = 107,addition_error
83 + 14 = 101,addition_error
42 + 9 = 45,subtraction_error
98 + 70 = 168,correct
22 + 9 = 30,subtraction_error
75 + 68 = 143,correct
42 + 9 = 51,correct
27 + 60 = 87,correct
61 + 49 = 118,addition_error
34 + 40 = 79,addition_error
59 + 19 = 72,subtraction_error
20 + 84 = 104,correct
48 + 96 = 144,correct
90 + 13 = 105,addition_error
3 + 41 = 34,subtraction_error
49 + 15 = 62,subtraction_error
54 + 26 = 80,correct
39 + 95 = 137,addition_error
34 + 95 = 129,correct
34 + 30 = 60,subtraction_error
60 + 49 = 114,addition_error
76 + 78 = 154,correct
41 + 52 = 85,subtraction_error
71 + 67 = 130,subtraction_error
48 + 3 = 60,addition_error
6 + 86 = 85,subtraction_error
55 + 4 = 49,subtraction_error
20 + 39 = 59,correct
33 + 88 = 115,subtraction_error
15 + 80 = 101,addition_error
69 + 37 = 103,subtraction_error
89 + 97 = 188,addition_error
76 + 87 = 165,addition_error
43 + 94 = 137,correct
38 + 74 = 113,addition_error
69 + 80 = 151,addition_error
94 + 20 = 123,addition_error
12 + 5 = 26,addition_error
61 + 60 = 121,correct
90 + 25 = 107,subtraction_error
73 + 74 = 143,subtraction_error
78 + 67 = 153,addition_error
12 + 80 = 93,addition_error
98 + 25 = 126,addition_error
21 + 66 = 95,addition_error
54 + 22 = 72,subtraction_error
88 + 6 = 84,subtraction_error
17 + 32 = 46,subtraction_error
66 + 28 = 102,addition_error
79 + 57 = 135,subtraction_error
4 + 4 = 8,correct
42 + 81 = 127,addition_error
24 + 21 = 45,correct
16 + 34 = 50,correct
89 + 55 = 144,correct
13 + 13 = 26,correct
60 + 54 = 121,addition_error
86 + 40 = 126,correct
17 + 32 = 54,addition_error
90 + 11 = 102,addition_error
60 + 89 = 159,addition_error
6 + 33 = 49,addition_error
98 + 28 = 126,correct
61 + 79 = 142,addition_error
71 + 73 = 144,correct
74 + 15 = 99,addition_error
65 + 73 = 137,subtraction_error
71 + 67 = 138,correct
62 + 40 = 95,subtraction_error
94 + 52 = 146,correct
91 + 62 = 153,correct
66 + 46 = 112,correct
9 + 67 = 73,subtraction_error
88 + 3 = 99,addition_error
48 + 63 = 105,subtraction_error
36 + 39 = 75,correct
28 + 7 = 30,subtraction_error
89 + 34 = 123,correct
34 + 25 = 59,correct
72 + 95 = 167,correct
62 + 13 = 85,addition_error
13 + 61 = 78,addition_error
8 + 74 = 82,correct
2 + 86 = 97,addition_error
18 + 74 = 83,subtraction_error
66 + 28 = 94,correct
67 + 25 = 85,subtraction_error
5 + 56 = 65,addition_error
63 + 44 = 107,correct
63 + 12 = 76,addition_error
3 + 76 = 80,addition_error
84 + 7 = 87,subtraction_error
26 + 17 = 34,subtraction_error
7 + 72 = 79,correct
80 + 55 = 135,correct
71 + 73 = 150,addition_error
46 + 82 = 124,subtraction_error
66 + 83 = 150,addition_error
65 + 73 = 138,correct
89 + 96 = 185,correct
23 + 75 = 96,subtraction_error
43 + 14 = 66,addition_error
94 + 37 = 136,addition_error
46 + 15 = 51,subtraction_error
50 + 15 = 55,subtraction_error
19 + 97 = 116,correct
57 + 23 = 80,correct
45 + 75 = 113,subtraction_error
54 + 26 = 86,addition_error
34 + 64 = 98,correct
51 + 98 = 149,correct
61 + 30 = 91,correct
69 + 56 = 116,subtraction_error
78 + 47 = 125,correct
6 + 8 = 14,correct
66 + 99 = 161,subtraction_error
64 + 34 = 98,correct
1 + 49 = 44,subtraction_error
64 + 86 = 150,correct
11 + 32 = 43,correct
71 + 81 = 148,subtraction_error
30 + 84 = 114,correct
93 + 65 = 168,addition_error
26 + 45 = 78,addition_error
41 + 72 = 105,subtraction_error
76 + 64 = 140,correct
48 + 99 = 147,correct
48 + 47 = 95,correct
9 + 4 = 13,correct
69 + 10 = 79,correct
21 + 57 = 83,addition_error
12 + 35 = 44,subtraction_error
49 + 98 = 138,subtraction_error
73 + 58 = 131,correct
55 + 26 = 88,addition_error
7 + 60 = 70,addition_error
84 + 2 = 86,correct
92 + 77 = 169,correct
14 + 81 = 87,subtraction_error
60 + 14 = 66,subtraction_error
99 + 82 = 187,addition_error
1 + 97 = 91,subtraction_error
64 + 34 = 94,subtraction_error
14 + 41 = 65,addition_error
68 + 96 = 173,addition_error
94 + 44 = 128,subtraction_error
3 + 41 = 44,correct
2 + 31 = 24,subtraction_error
26 + 10 = 45,addition_error
16 + 41 = 57,correct
91 + 2 = 103,addition_error
21 + 53 = 74,correct
84 + 17 = 101,correct
57 + 22 = 70,subtraction_error
52 + 8 = 57,subtraction_error
71 + 89 = 160,correct
84 + 52 = 139,addition_error
52 + 21 = 65,subtraction_error
26 + 70 = 96,correct
82 + 6 = 88,correct
96 + 63 = 165,addition_error
28 + 7 = 35,correct
60 + 52 = 120,addition_error
97 + 25 = 122,correct
15 + 57 = 72,correct
88 + 75 = 163,correct
30 + 58 = 88,correct
18 + 14 = 23,subtraction_error
30 + 10 = 45,addition_error
41 + 75 = 116,correct
3 + 93 = 94,subtraction_error
15 + 54 = 76,addition_error
44 + 1 = 45,correct
52 + 76 = 124,subtraction_error
93 + 49 = 148,addition_error
55 + 22 = 80,addition_error
91 + 27 = 118,correct
95 + 49 = 144,correct
17 + 22 = 41,addition_error
94 + 94 = 195,addition_error
6 + 64 = 60,subtraction_error
4 + 18 = 13,subtraction_error
22 + 49 = 71,correct
74 + 26 = 100,correct
36 + 47 = 84,addition_error
98 + 97 = 202,addition_error
30 + 68 = 98,correct
72 + 5 = 77,correct
80 + 61 = 141,correct
13 + 78 = 83,subtraction_error
64 + 52 = 119,addition_error
14 + 61 = 75,correct
96 + 7 = 103,correct
96 + 37 = 123,subtraction_error
13 + 93 = 97,subtraction_error
98 + 58 = 157,addition_error
45 + 55 = 100,correct
14 + 39 = 60,addition_error
91 + 16 = 107,correct
64 + 74 = 130,subtraction_error
34 + 35 = 73,addition_error
42 + 69 = 106,subtraction_error
53 + 37 = 84,subtraction_error
40 + 7 = 49,addition_error
7 + 44 = 51,correct
46 + 80 = 124,subtraction_error
9 + 54 = 59,subtraction_error
47 + 89 = 146,addition_error
12 + 69 = 81,correct
56 + 80 = 136,correct
57 + 41 = 91,subtraction_error
80 + 23 = 108,addition_error
35 + 95 = 127,subtraction_error
47 + 83 = 139,addition_error
70 + 72 = 142,correct
55 + 22 = 77,correct
59 + 19 = 82,addition_error
23 + 60 = 83,correct
50 + 33 = 87,addition_error
51 + 48 = 99,correct
6 + 86 = 92,correct
3 + 16 = 19,correct
96 + 3 = 93,subtraction_error
87 + 70 = 157,correct
27 + 58 = 86,addition_error
29 + 78 = 107,correct
27 + 48 = 71,subtraction_error
21 + 65 = 89,addition_error
72 + 69 = 151,addition_error
10 + 51 = 51,subtraction_error
28 + 50 = 77,subtraction_error
86 + 36 = 121,subtraction_error
47 + 78 = 133,addition_error
13 + 18 = 31,correct
59 + 34 = 87,subtraction_error
72 + 95 = 174,addition_error
13 + 66 = 70,subtraction_error
10 + 28 = 28,subtraction_error
8 + 94 = 92,subtraction_error
33 + 8 = 39,subtraction_error
26 + 10 = 35,subtraction_error
10 + 44 = 45,subtraction_error
36 + 62 = 98,correct
80 + 29 = 115,addition_error
40 + 46 = 85,subtraction_error
39 + 36 = 85,addition_error
17 + 71 = 88,correct
82 + 16 = 101,addition_error
66 + 99 = 165,correct
94 + 67 = 161,correct
95 + 12 = 107,correct
86 + 34 = 112,subtraction_error
76 + 64 = 135,subtraction_error
4 + 18 = 30,addition_error
59 + 52 = 115,addition_error
65 + 55 = 120,correct
72 + 69 = 141,correct
32 + 38 = 70,correct
76 + 93 = 169,correct
46 + 68 = 114,correct
69 + 33 = 93,subtraction_error
95 + 13 = 102,subtraction_error
18 + 33 = 51,correct
60 + 8 = 60,subtraction_error
10 + 28 = 38,correct
41 + 94 = 135,correct
9 + 67 = 76,correct
8 + 74 = 80,subtraction_error
40 + 46 = 86,correct
43 + 64 = 116,addition_error
21 + 53 = 74,correct
8 + 60 = 66,subtraction_error
36 + 39 = 71,subtraction_error
75 + 80 = 159,addition_error
12 + 92 = 101,subtraction_error
46 + 1 = 49,addition_error
7 + 12 = 19,correct
2 + 35 = 40,addition_error
58 + 30 = 88,correct
48 + 57 = 105,correct
41 + 81 = 123,addition_error
70 + 79 = 149,correct
37 + 46 = 81,subtraction_error
7 + 44 = 61,addition_error
53 + 37 = 90,correct
46 + 26 = 63,subtraction_error
68 + 86 = 162,addition_error
40 + 55 = 97,addition_error
45 + 73 = 118,correct
28 + 38 = 60,subtraction_error
51 + 53 = 95,subtraction_error
18 + 14 = 23,subtraction_error
39 + 88 = 127,correct
7 + 89 = 103,addition_error
10 + 94 = 104,correct
72 + 3 = 68,subtraction_error
11 + 12 = 23,correct
94 + 51 = 139,subtraction_error
25 + 93 = 126,addition_error
15 + 2 = 25,addition_error
34 + 35 = 66,subtraction_error
81 + 71 = 146,subtraction_error
95 + 72 = 176,addition_error
63 + 5 = 69,addition_error
83 + 46 = 135,addition_error
34 + 7 = 49,addition_error
51 + 53 = 112,addition_error
59 + 72 = 128,subtraction_error
5 + 43 = 48,correct
58 + 59 = 121,addition_error
16 + 19 = 35,correct
71 + 67 = 135,subtraction_error
18 + 53 = 69,subtraction_error
91 + 37 = 130,addition_error
62 + 60 = 132,addition_error
89 + 86 = 165,subtraction_error
59 + 44 = 93,subtraction_error
40 + 63 = 106,addition_error
55 + 6 = 68,addition_error
12 + 26 = 31,subtraction_error
8 + 8 = 16,correct
65 + 73 = 143,addition_error
95 + 24 = 129,addition_error
53 + 17 = 70,correct
78 + 17 = 94,subtraction_error
19 + 5 = 34,addition_error
93 + 20 = 103,subtraction_error
28 + 95 = 130,addition_error
23 + 5 = 19,subtraction_error
46 + 26 = 78,addition_error
5 + 31 = 34,subtraction_error
38 + 17 = 49,subtraction_error
92 + 93 = 193,addition_error
86 + 66 = 152,correct
78 + 47 = 116,subtraction_error
21 + 69 = 90,correct
43 + 14 = 57,correct
73 + 9 = 87,addition_error
74 + 53 = 123,subtraction_error
18 + 5 = 29,addition_error
16 + 16 = 32,correct
41 + 79 = 120,correct
38 + 92 = 130,correct
98 + 29 = 136,addition_error
66 + 39 = 101,subtraction_error
37 + 40 = 77,correct
69 + 11 = 80,correct
12 + 97 = 116,addition_error
14 + 31 = 47,addition_error
82 + 94 = 174,subtraction_error
48 + 96 = 147,addition_error
94 + 78 = 172,correct
69 + 33 = 111,addition_error
3 + 87 = 92,addition_error
7 + 44 = 55,addition_error
73 + 74 = 148,addition_error
2 + 15 = 16,subtraction_error
41 + 17 = 59,addition_error
88 + 40 = 123,subtraction_error
61 + 78 = 146,addition_error
70 + 90 = 159,subtraction_error
23 + 66 = 89,correct
55 + 2 = 52,subtraction_error
57 + 23 = 74,subtraction_error
45 + 59 = 104,correct
17 + 91 = 108,correct
3 + 16 = 13,subtraction_error
40 + 61 = 91,subtraction_error
10 + 39 = 49,correct
11 + 93 = 104,correct
11 + 32 = 50,addition_error
38 + 59 = 97,correct
23 + 32 = 50,subtraction_error
94 + 67 = 164,addition_error
26 + 55 = 77,subtraction_error
19 + 5 = 24,correct
17 + 34 = 42,subtraction_error
61 + 17 = 78,correct
27 + 50 = 71,subtraction_error
66 + 46 = 122,addition_error
64 + 34 = 98,correct
24 + 21 = 48,addition_error
63 + 13 = 72,subtraction_error
4 + 95 = 99,correct
16 + 83 = 103,addition_error
42 + 48 = 98,addition_error
30 + 83 = 113,correct
57 + 4 = 59,subtraction_error
54 + 28 = 78,subtraction_error
83 + 22 = 102,subtraction_error
67 + 95 = 157,subtraction_error
6 + 45 = 61,addition_error
82 + 16 = 98,correct
31 + 17 = 48,correct
63 + 6 = 59,subtraction_error
65 + 8 = 71,subtraction_error
33 + 8 = 49,addition_error
87 + 38 = 131,addition_error
98 + 29 = 127,correct
86 + 68 = 154,correct
82 + 85 = 168,addition_error
88 + 66 = 160,addition_error
89 + 11 = 95,subtraction_error
7 + 74 = 83,addition_error
71 + 7 = 78,correct
98 + 97 = 191,subtraction_error
45 + 7 = 45,subtraction_error
60 + 8 = 62,subtraction_error
57 + 35 = 92,correct
55 + 4 = 59,correct
26 + 55 = 81,correct
57 + 35 = 86,subtraction_error
29 + 7 = 36,correct
84 + 12 = 101,addition_error
30 + 75 = 112,addition_error
69 + 33 = 106,addition_error
14 + 76 = 89,subtraction_error
41 + 34 = 75,correct
71 + 4 = 80,addition_error
75 + 68 = 153,addition_error
33 + 73 = 101,subtraction_error
5 + 31 = 36,correct
20 + 84 = 110,addition_error
42 + 9 = 56,addition_error
90 + 13 = 96,subtraction_error
54 + 22 = 84,addition_error
90 + 38 = 128,correct
46 + 38 = 77,subtraction_error
15 + 57 = 70,subtraction_error
40 + 81 = 131,addition_error
67 + 35 = 108,addition_error
59 + 63 = 122,correct
8 + 77 = 81,subtraction_error
46 + 80 = 126,correct
63 + 70 = 143,addition_error
94 + 78 = 181,addition_error
42 + 86 = 128,correct
86 + 58 = 134,subtraction_error
96 + 37 = 133,correct
6 + 33 = 34,subtraction_error
30 + 83 = 107,subtraction_error
89 + 61 = 141,subtraction_error
66 + 89 = 164,addition_error
63 + 81 = 150,addition_error
41 + 75 = 116,correct
16 + 19 = 41,addition_error
84 + 4 = 82,subtraction_error
57 + 35 = 98,addition_error
45 + 93 = 146,addition_error
90 + 43 = 141,addition_error
44 + 59 = 103,correct
36 + 62 = 91,subtraction_error
49 + 4 = 53,correct
9 + 7 = 19,addition_error
24 + 67 = 89,subtraction_error
53 + 69 = 122,correct
70 + 3 = 73,correct
51 + 83 = 134,correct
91 + 95 = 180,subtraction_error
4 + 98 = 102,correct
88 + 1 = 97,addition_error
41 + 34 = 71,subtraction_error
86 + 40 = 131,addition_error
75 + 86 = 164,addition_error
43 + 96 = 145,addition_error
21 + 18 = 41,addition_error
63 + 87 = 150,correct
20 + 84 = 101,subtraction_error
98 + 2 = 100,correct
54 + 71 = 115,subtraction_error
65 + 98 = 163,correct
51 + 81 = 132,correct
69 + 92 = 170,addition_error
76 + 19 = 91,subtraction_error
54 + 26 = 72,subtraction_error
32 + 58 = 87,subtraction_error
12 + 97 = 109,correct
35 + 3 = 38,correct
47 + 26 = 80,addition_error
13 + 66 = 84,addition_error
89 + 61 = 150,correct
7 + 96 = 99,subtraction_error
53 + 80 = 127,subtraction_error
13 + 34 = 57,addition_error
2 + 5 = -2,subtraction_error
3 + 28 = 27,subtraction_error
16 + 48 = 57,subtraction_error
84 + 35 = 119,correct
24 + 67 = 101,addition_error
98 + 12 = 110,correct
47 + 37 = 84,correct
57 + 41 = 98,correct
63 + 52 = 108,subtraction_error
81 + 67 = 145,subtraction_error
30 + 42 = 67,subtraction_error
9 + 7 = 16,correct
91 + 16 = 101,subtraction_error
51 + 98 = 142,subtraction_error
95 + 44 = 139,correct
51 + 51 = 102,correct
41 + 37 = 78,correct
92 + 93 = 185,correct
25 + 10 = 35,correct
69 + 9 = 78,correct
61 + 30 = 100,addition_error
26 + 64 = 90,correct
70 + 99 = 164,subtraction_error
18 + 23 = 41,correct
85 + 57 = 145,addition_error
95 + 10 = 114,addition_error
2 + 86 = 78,subtraction_error
38 + 66 = 109,addition_error
59 + 33 = 92,correct
48 + 2 = 42,subtraction_error
89 + 32 = 119,subtraction_error
40 + 7 = 47,correct
35 + 62 = 98,addition_error
65 + 38 = 113,addition_error
7 + 33 = 40,correct
79 + 64 = 136,subtraction_error
58 + 48 = 106,correct
89 + 86 = 176,addition_error
3 + 41 = 54,addition_error
5 + 31 = 36,correct
17 + 61 = 85,addition_error
32 + 84 = 116,correct
9 + 26 = 35,correct
9 + 7 = 10,subtraction_error
92 + 77 = 161,subtraction_error
67 + 82 = 149,correct
21 + 43 = 70,addition_error
50 + 18 = 75,addition_error
66 + 31 = 101,addition_error
71 + 28 = 106,addition_error
87 + 64 = 161,addition_error
65 + 80 = 154,addition_error
40 + 11 = 52,addition_error
13 + 70 = 91,addition_error
57 + 22 = 79,correct
67 + 15 = 82,correct
76 + 56 = 127,subtraction_error
80 + 29 = 108,subtraction_error
63 + 70 = 123,subtraction_error
73 + 5 = 84,addition_error
82 + 6 = 93,addition_error
87 + 2 = 89,correct
3 + 64 = 76,addition_error
98 + 28 = 124,subtraction_error
12 + 24 = 36,correct
48 + 47 = 88,subtraction_error
30 + 72 = 102,correct
31 + 98 = 135,addition_error
60 + 66 = 122,subtraction_error
49 + 87 = 143,addition_error
34 + 64 = 91,subtraction_error
18 + 95 = 103,subtraction_error
38 + 95 = 133,correct
69 + 33 = 102,correct
99 + 67 = 160,subtraction_error
81 + 31 = 112,correct
17 + 76 = 96,addition_error
96 + 51 = 152,addition_error
35 + 62 = 97,correct
1 + 96 = 99,addition_error
61 + 30 = 100,addition_error
41 + 81 = 118,subtraction_error
65 + 98 = 173,addition_error
43 + 27 = 66,subtraction_error
21 + 53 = 79,addition_error
84 + 17 = 100,subtraction_error
99 + 67 = 166,correct
88 + 66 = 146,subtraction_error
36 + 39 = 75,correct
93 + 54 = 143,subtraction_error
64 + 79 = 143,correct
21 + 93 = 114,correct
41 + 16 = 59,addition_error
52 + 76 = 128,correct
30 + 75 = 105,correct
88 + 66 = 154,correct
9 + 26 = 39,addition_error
72 + 3 = 80,addition_error
95 + 24 = 117,subtraction_error
69 + 18 = 87,correct
87 + 38 = 125,correct
46 + 79 = 133,addition_error
5 + 30 = 41,addition_error
75 + 68 = 139,subtraction_error
80 + 55 = 142,addition_error
80 + 92 = 162,subtraction_error
89 + 9 = 101,addition_error
50 + 54 = 99,subtraction_error
89 + 96 = 189,addition_error
30 + 42 = 78,addition_error
84 + 6 = 90,correct
29 + 18 = 53,addition_error
58 + 5 = 63,correct
40 + 55 = 95,correct
86 + 44 = 133,addition_error
48 + 58 = 105,subtraction_error
48 + 47 = 96,addition_error
16 + 37 = 50,subtraction_error
42 + 48 = 83,subtraction_error
61 + 30 = 91,correct
71 + 91 = 162,correct
18 + 41 = 57,subtraction_error
51 + 54 = 96,subtraction_error
13 + 30 = 36,subtraction_error
30 + 83 = 118,addition_error
87 + 2 = 82,subtraction_error
14 + 86 = 97,subtraction_error
12 + 71 = 84,addition_error
63 + 81 = 144,correct
14 + 17 = 31,correct
51 + 12 = 59,subtraction_error
22 + 49 = 65,subtraction_error
62 + 58 = 120,correct
30 + 83 = 107,subtraction_error
25 + 10 = 35,correct
98 + 25 = 123,correct
71 + 67 = 147,addition_error
7 + 65 = 72,correct
84 + 2 = 89,addition_error
49 + 91 = 140,correct
29 + 78 = 117,addition_error
9 + 8 = 17,correct
42 + 89 = 124,subtraction_error
29 + 6 = 44,addition_error
2 + 31 = 42,addition_error
43 + 51 = 101,addition_error
33 + 17 = 51,addition_error
16 + 41 = 61,addition_error
14 + 39 = 53,correct
4 + 73 = 77,correct
58 + 59 = 113,subtraction_error
93 + 43 = 130,subtraction_error
63 + 87 = 154,addition_error
47 + 24 = 78,addition_error
63 + 70 = 133,correct
6 + 33 = 39,correct
98 + 12 = 112,addition_error
52 + 21 = 73,correct
74 + 97 = 172,addition_error
38 + 74 = 102,subtraction_error
28 + 50 = 78,correct
5 + 63 = 77,addition_error
17 + 34 = 59,addition_error
21 + 18 = 37,subtraction_error
88 + 40 = 133,addition_error
7 + 89 = 86,subtraction_error
84 + 6 = 89,subtraction_error
28 + 69 = 93,subtraction_error
62 + 65 = 127,correct
48 + 2 = 60,addition_error
34 + 30 = 71,addition_error
37 + 61 = 101,addition_error
54 + 35 = 89,correct
34 + 22 = 56,correct
99 + 33 = 131,subtraction_error
62 + 86 = 152,addition_error
61 + 71 = 132,correct
13 + 61 = 67,subtraction_error
36 + 44 = 88,addition_error
64 + 46 = 115,addition_error
31 + 77 = 107,subtraction_error
6 + 86 = 98,addition_error
25 + 62 = 77,subtraction_error
54 + 68 = 122,correct
48 + 51 = 106,addition_error
51 + 48 = 98,subtraction_error
6 + 25 = 40,addition_error
24 + 21 = 35,subtraction_error
67 + 65 = 132,correct
56 + 80 = 138,addition_error
51 + 42 = 90,subtraction_error
64 + 79 = 144,addition_error
79 + 38 = 110,subtraction_error
29 + 8 = 45,addition_error
22 + 52 = 75,addition_error
86 + 30 = 125,addition_error
56 + 26 = 85,addition_error
35 + 3 = 44,addition_error
95 + 72 = 164,subtraction_error
38 + 66 = 99,subtraction_error
34 + 30 = 59,subtraction_error
98 + 70 = 170,addition_error
74 + 98 = 174,addition_error
71 + 7 = 71,subtraction_error
43 + 36 = 75,subtraction_error
98 + 58 = 154,subtraction_error
43 + 36 = 80,addition_error
67 + 15 = 86,addition_error
51 + 21 = 73,addition_error
12 + 5 = 7,subtraction_error
16 + 35 = 49,subtraction_error
50 + 18 = 62,subtraction_error
14 + 87 = 101,correct
7 + 44 = 43,subtraction_error
93 + 20 = 118,addition_error
7 + 72 = 88,addition_error
1 + 79 = 72,subtraction_error
86 + 63 = 155,addition_error
45 + 45 = 87,subtraction_error
52 + 47 = 100,addition_error
54 + 94 = 146,subtraction_error
44 + 59 = 99,subtraction_error
44 + 53 = 91,subtraction_error
74 + 53 = 127,correct
80 + 42 = 123,addition_error
